Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Valid Location,Sector,Category,Population,In Need,Targeted,Affected,Reached
#adm1+code,#adm1+name,#adm2+code,#adm2+name,#meta+valid_location,#sector+code,#category,#population,#inneed,#targeted,#affected,#reached
SS07,,SS0712,Ulang,Y,PRO,Adult - Female - Host Communities,,425,560,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Female - IDP,,2273,2962,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Female - Refugees,,6562,4032,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Female - Returnees,,729,791,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Male - Host Communities,,2309,2607,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Male - IDP,,1088,222,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Male - Refugees,,1083,221,,
SS07,,SS0712,Ulang,Y,PRO,Adult - Male - Returnees,,4375,3158,,
SS07,,SS0712,Ulang,Y,PRO,Children - Female - Host Communities,,416,62,,
SS07,,SS0712,Ulang,Y,PRO,Children - Female - IDP,,2227,342,,
SS07,,SS0712,Ulang,Y,PRO,Children - Female - Refugees,,3810,769,,
SS07,,SS0712,Ulang,Y,PRO,Children - Female - Returnees,,542,101,,
SS07,,SS0712,Ulang,Y,PRO,Children - Male - Host Communities,,2262,313,,
SS07,,SS0712,Ulang,Y,PRO,Children - Male - IDP,,1066,82,,
SS07,,SS0712,Ulang,Y,PRO,Children - Male - Refugees,,1061,81,,
SS07,,SS0712,Ulang,Y,PRO,Children - Male - Returnees,,2540,523,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Female - Host Communities,,1,1,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Female - IDP,,7,6,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Female - Refugees,,19,23,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Female - Returnees,,2,2,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Male - Host Communities,,8,6,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Male - IDP,,4,1,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Male - Refugees,,4,1,,
SS07,,SS0712,Ulang,Y,PRO,Elderly - Male - Returnees,,13,15,,
SS07,,SS0712,Ulang,Y,PRO,total,,32828,16882,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Female - Host Communities,,327,33,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Female - IDP,,1751,175,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Female - Refugees,,1540,154,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Female - Returnees,,426,43,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Male - Host Communities,,1779,381,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Male - IDP,,838,219,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Male - Refugees,,834,218,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Adult - Male - Returnees,,1672,363,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Female - Host Communities,,342,34,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Female - IDP,,1830,207,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Female - Refugees,,1610,185,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Female - Returnees,,446,45,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Male - Host Communities,,1859,203,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Male - IDP,,876,99,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Male - Refugees,,872,99,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Children - Male - Returnees,,1748,192,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Female - Host Communities,,1,,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Female - IDP,,7,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Female - Refugees,,6,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Female - Returnees,,2,,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Male - Host Communities,,7,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Male - IDP,,3,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Male - Refugees,,3,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,Elderly - Male - Returnees,,7,1,,
SS07,,SS0712,Ulang,Y,PRO_CPM,total,,18787,2653,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Adult - Male - IDP,,278,46,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Adult - Male - Refugees,,694,115,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Female - Host Communities,,4,3,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Female - IDP,,161,16,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Female - Refugees,,403,41,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Female - Returnees,,12,12,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Male - Host Communities,,645,76,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Male - IDP,,806,82,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Male - Refugees,,2419,304,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Children - Male - Returnees,,3629,528,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Female - Host Communities,,1111,214,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Female - IDP,,1389,231,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Female - Refugees,,4167,854,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Female - Returnees,,6250,1483,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Male - Host Communities,,1,1,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Male - IDP,,3,3,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Male - Refugees,,18,20,,
SS07,,SS0712,Ulang,Y,PRO_GBV,Elderly - Male - Returnees,,2,2,,
SS07,,SS0712,Ulang,Y,PRO_GBV,total,,21993,4032,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Adult - Female - Host Communities,,308,108,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Adult - Female - IDP,,1650,577,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Adult - Female - Refugees,,1451,508,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Adult - Female - Returnees,,402,141,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Children - Female - Host Communities,,336,7,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Children - Female - IDP,,1796,40,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Children - Female - Refugees,,1580,35,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Children - Female - Returnees,,437,10,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Elderly - Female - Host Communities,,1,,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Elderly - Female - IDP,,5,1,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Elderly - Female - Refugees,,4,1,,
SS07,,SS0712,Ulang,Y,PRO_HLP,Elderly - Female - Returnees,,1,,,
SS07,,SS0712,Ulang,Y,PRO_HLP,total,,7972,1428,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Female - Host Communities,,48,2,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Female - IDP,,275,14,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Female - Refugees,,295,15,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Female - Returnees,,73,4,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Male - Host Communities,,357,18,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Adult - Male - Returnees,,371,19,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Female - Host Communities,,62,3,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Female - IDP,,359,18,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Female - Refugees,,385,19,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Female - Returnees,,95,5,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Male - Host Communities,,466,23,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Children - Male - Returnees,,484,24,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Elderly - Female - IDP,,1,,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Elderly - Female - Refugees,,1,,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Elderly - Male - Host Communities,,1,,,
SS07,,SS0712,Ulang,Y,PRO_MIN,Elderly - Male - Returnees,,1,,,
SS07,,SS0712,Ulang,Y,PRO_MIN,total,,3272,164,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Female - Host Communities,,433,281,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Female - IDP,,2317,1506,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Female - Refugees,,2038,1324,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Female - Returnees,,564,367,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Male - Host Communities,,2353,1529,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Male - IDP,,1109,721,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Male - Refugees,,1104,717,,
SS07,,SS0712,Ulang,Y,SHL,Adult - Male - Returnees,,2212,1438,,
SS07,,SS0712,Ulang,Y,SHL,Children - Female - Host Communities,,51,33,,
SS07,,SS0712,Ulang,Y,SHL,Children - Female - IDP,,274,178,,
SS07,,SS0712,Ulang,Y,SHL,Children - Female - Refugees,,241,157,,
SS07,,SS0712,Ulang,Y,SHL,Children - Female - Returnees,,67,43,,
SS07,,SS0712,Ulang,Y,SHL,Children - Male - Host Communities,,278,181,,
SS07,,SS0712,Ulang,Y,SHL,Children - Male - IDP,,131,85,,
SS07,,SS0712,Ulang,Y,SHL,Children - Male - Refugees,,131,85,,
SS07,,SS0712,Ulang,Y,SHL,Children - Male - Returnees,,262,170,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Female - Host Communities,,1,,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Female - IDP,,4,2,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Female - Refugees,,3,2,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Female - Returnees,,1,1,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Male - Host Communities,,4,3,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Male - IDP,,2,1,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Male - Refugees,,2,1,,
SS07,,SS0712,Ulang,Y,SHL,Elderly - Male - Returnees,,4,2,,
SS07,,SS0712,Ulang,Y,SHL,total,,13582,8829,,
SS07,,SS0712,Ulang,Y,WSH,Adult - Female,,8859,5315,,
SS07,,SS0712,Ulang,Y,WSH,Adult - Male,,8329,4998,,
SS07,,SS0712,Ulang,Y,WSH,Children,,1630,978,,
SS07,,SS0712,Ulang,Y,WSH,Children - Female,,4156,2493,,
SS07,,SS0712,Ulang,Y,WSH,Children - Male,,4174,2504,,
SS07,,SS0712,Ulang,Y,WSH,Elderly,,2123,1274,,
SS07,,SS0712,Ulang,Y,WSH,Elderly - Female,,7672,4603,,
SS07,,SS0712,Ulang,Y,WSH,Elderly - Male,,8722,5233,,
SS07,,SS0712,Ulang,Y,WSH,total,,45666,27399,,
SS08,,SS0801,Gogrial East,Y,ALL,total,,155896,77362,,
SS08,,SS0801,Gogrial East,Y,CCM,Adult - Female - IDP,,136,,,
SS08,,SS0801,Gogrial East,Y,CCM,Adult - Male - IDP,,142,,,
SS08,,SS0801,Gogrial East,Y,CCM,Children - Female - IDP,,189,,,
SS08,,SS0801,Gogrial East,Y,CCM,Children - Male - IDP,,223,,,
SS08,,SS0801,Gogrial East,Y,CCM,Elderly - Female - IDP,,32,,,
SS08,,SS0801,Gogrial East,Y,CCM,Elderly - Male - IDP,,16,,,
SS08,,SS0801,Gogrial East,Y,CCM,total,,737,,,
SS08,,SS0801,Gogrial East,Y,EDU,Female,,20332,7478,,
SS08,,SS0801,Gogrial East,Y,EDU,Male,,18030,6632,,
SS08,,SS0801,Gogrial East,Y,EDU,total,,38362,14110,,
SS08,,SS0801,Gogrial East,Y,FSC,Adult - Female,,7007,3440,,
SS08,,SS0801,Gogrial East,Y,FSC,Adult - Male,,5380,2641,,
SS08,,SS0801,Gogrial East,Y,FSC,Children - Female,,41198,20224,,
SS08,,SS0801,Gogrial East,Y,FSC,Children - Male,,43006,21112,,
SS08,,SS0801,Gogrial East,Y,FSC,Elderly - Female,,25315,12428,,
SS08,,SS0801,Gogrial East,Y,FSC,Elderly - Male,,28781,14129,,
SS08,,SS0801,Gogrial East,Y,FSC,total,,150687,73974,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Female - Host Communities,,273,146,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Female - IDP,,2376,2376,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Female - Refugees,,2265,1208,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Female - Returnees,,527,281,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Male - Host Communities,,2685,1432,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Male - IDP,,1033,551,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Male - Refugees,,825,440,,
SS08,,SS0801,Gogrial East,Y,HEA,Adult - Male - Returnees,,2326,1241,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Female - Host Communities,,1662,1662,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Female - IDP,,14448,14448,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Female - Refugees,,13774,7346,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Female - Returnees,,3204,1709,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Male - Host Communities,,16327,8707,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Male - IDP,,6281,3350,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Male - Refugees,,5015,2675,,
SS08,,SS0801,Gogrial East,Y,HEA,Children - Male - Returnees,,14148,7546,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Female - Host Communities,,161,86,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Female - IDP,,1403,1403,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Female - Refugees,,1338,1338,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Female - Returnees,,311,311,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Male - Host Communities,,1586,846,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Male - IDP,,610,325,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Male - Refugees,,260,260,,
SS08,,SS0801,Gogrial East,Y,HEA,Elderly - Male - Returnees,,1374,733,,
SS08,,SS0801,Gogrial East,Y,HEA,total,,94439,50367,,
SS08,,SS0801,Gogrial East,Y,MS,total,,,77362,,
SS08,,SS0801,Gogrial East,Y,NUT,Children - Female - IDP,,24216,16951,,
SS08,,SS0801,Gogrial East,Y,NUT,Children - Male - IDP,,21445,15694,,
SS08,,SS0801,Gogrial East,Y,NUT,Children - Male - Refugees,,22321,16335,,
SS08,,SS0801,Gogrial East,Y,NUT,total,,67982,48981,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Female - Host Communities,,161,206,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Female - IDP,,998,1515,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Female - Refugees,,2617,2755,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Female - Returnees,,291,409,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Male - Host Communities,,1291,1453,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Male - IDP,,434,36,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Male - Refugees,,346,29,,
SS08,,SS0801,Gogrial East,Y,PRO,Adult - Male - Returnees,,1745,1952,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Female - Host Communities,,2437,531,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Female - IDP,,13036,3374,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Female - Refugees,,16207,4112,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Female - Returnees,,3174,828,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Male - Host Communities,,19479,4189,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Male - IDP,,5041,384,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Male - Refugees,,4026,307,,
SS08,,SS0801,Gogrial East,Y,PRO,Children - Male - Returnees,,18660,4410,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Female - Host Communities,,95,93,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Female - IDP,,808,582,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Female - Refugees,,1521,1750,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Female - Returnees,,179,194,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Male - Host Communities,,913,569,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Male - IDP,,351,27,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Male - Refugees,,280,21,,
SS08,,SS0801,Gogrial East,Y,PRO,Elderly - Male - Returnees,,1014,1117,,
SS08,,SS0801,Gogrial East,Y,PRO,total,,95104,30842,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Female - Host Communities,,106,11,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Female - IDP,,921,92,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Female - Refugees,,878,88,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Female - Returnees,,204,20,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Male - Host Communities,,1041,105,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Male - IDP,,401,41,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Male - Refugees,,320,33,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Adult - Male - Returnees,,902,91,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Female - Host Communities,,1270,127,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Female - IDP,,11044,1178,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Female - Refugees,,10529,1127,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Female - Returnees,,2449,245,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Male - Host Communities,,12480,1248,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Male - IDP,,4801,480,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Male - Refugees,,3834,383,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Children - Male - Returnees,,10815,1082,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Female - Host Communities,,88,9,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Female - IDP,,769,77,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Female - Refugees,,733,73,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Female - Returnees,,171,17,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Male - Host Communities,,869,87,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Male - IDP,,334,33,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Male - Refugees,,267,27,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,Elderly - Male - Returnees,,753,75,,
SS08,,SS0801,Gogrial East,Y,PRO_CPM,total,,65982,6750,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Adult - Male - IDP,,111,43,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Adult - Male - Refugees,,277,108,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Female - Host Communities,,322,217,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Female - IDP,,686,37,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Female - Refugees,,1715,93,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Female - Returnees,,966,802,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Male - Host Communities,,2744,172,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Male - IDP,,3430,186,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Male - Refugees,,10290,687,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Children - Male - Returnees,,15435,1193,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Female - Host Communities,,443,201,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Female - IDP,,554,217,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Female - Refugees,,1661,802,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Female - Returnees,,2492,1392,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Male - Host Communities,,64,43,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Male - IDP,,258,201,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Male - Refugees,,1449,1392,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,Elderly - Male - Returnees,,161,108,,
SS08,,SS0801,Gogrial East,Y,PRO_GBV,total,,43058,7893,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Adult - Female - Host Communities,,79,28,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Adult - Female - IDP,,688,241,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Adult - Female - Refugees,,656,229,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Adult - Female - Returnees,,153,53,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Children - Female - Host Communities,,995,22,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Children - Female - IDP,,8647,190,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Children - Female - Refugees,,8244,181,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Children - Female - Returnees,,1918,42,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Elderly - Female - Host Communities,,47,11,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Elderly - Female - IDP,,406,93,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Elderly - Female - Refugees,,387,89,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,Elderly - Female - Returnees,,90,21,,
SS08,,SS0801,Gogrial East,Y,PRO_HLP,total,,22308,1201,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Female - Host Communities,,154,23,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Female - IDP,,823,123,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Female - Refugees,,724,109,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Female - Returnees,,200,30,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Male - Host Communities,,1230,184,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Adult - Male - Returnees,,1178,177,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Female - Host Communities,,2321,348,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Female - IDP,,12415,1862,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Female - Refugees,,10920,1638,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Female - Returnees,,3023,453,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Male - Host Communities,,18552,2783,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Children - Male - Returnees,,17772,2666,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Female - Host Communities,,91,14,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Female - IDP,,486,73,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Female - Refugees,,428,64,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Female - Returnees,,118,18,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Male - Host Communities,,726,109,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,Elderly - Male - Returnees,,696,104,,
SS08,,SS0801,Gogrial East,Y,PRO_MIN,total,,71856,10778,,
SS08,,SS0801,Gogrial East,Y,SHL,Adult - Female - Host Communities,,190,123,,
